domain,name,type,common_rank,first_rank_total,first_total_births,first_male_births,first_female_births,first_recent_2020_births,first_first_year,first_last_year,first_peak_year,first_peak_year_births,first_best_sex,surname_rank_2010,surname_count_2010,surname_prop100k_2010,rdap_status,checked_at_utc
lasheia.com,lasheia,first,93796,93796,5,0,5,0,1987,1987,1987,5,F,,,,available,2026-05-30T06:09:37.115Z
lasheryl.com,lasheryl,first,93799,93799,5,0,5,0,1970,1970,1970,5,F,,,,available,2026-05-30T06:09:37.115Z
lasheta.com,lasheta,first,93800,93800,5,0,5,0,1976,1976,1976,5,F,,,,available,2026-05-30T06:09:37.115Z
lashown.com,lashown,first,93802,93802,5,0,5,0,1971,1971,1971,5,F,,,,available,2026-05-30T06:09:37.115Z
lashowna.com,lashowna,first,93803,93803,5,0,5,0,1974,1974,1974,5,F,,,,available,2026-05-30T06:09:37.115Z
lashundia.com,lashundia,first,93804,93804,5,0,5,0,1972,1972,1972,5,F,,,,available,2026-05-30T06:09:37.115Z
lashunti.com,lashunti,first,93805,93805,5,0,5,0,2002,2002,2002,5,F,,,,available,2026-05-30T06:09:37.115Z
lashunya.com,lashunya,first,93806,93806,5,0,5,0,1973,1973,1973,5,F,,,,available,2026-05-30T06:09:37.115Z
lashurn.com,lashurn,first,93807,93807,5,0,5,0,1970,1970,1970,5,F,,,,available,2026-05-30T06:09:37.115Z
lataivia.com,lataivia,first,93812,93812,5,0,5,0,2000,2000,2000,5,F,,,,available,2026-05-30T06:09:37.115Z
lataiya.com,lataiya,first,93813,93813,5,0,5,0,2001,2001,2001,5,F,,,,available,2026-05-30T06:09:37.115Z
latangie.com,latangie,first,93814,93814,5,0,5,0,1959,1959,1959,5,F,,,,available,2026-05-30T06:09:37.115Z
latanisha.com,latanisha,first,93815,93815,5,0,5,0,1974,1974,1974,5,F,,,,available,2026-05-30T06:09:37.115Z
latanyia.com,latanyia,first,93816,93816,5,0,5,0,1971,1971,1971,5,F,,,,available,2026-05-30T06:09:37.115Z
latarsia.com,latarsia,first,93819,93819,5,0,5,0,1974,1974,1974,5,F,,,,available,2026-05-30T06:09:37.115Z
latassha.com,latassha,first,93820,93820,5,0,5,0,1974,1974,1974,5,F,,,,available,2026-05-30T06:09:37.115Z
latavea.com,latavea,first,93822,93822,5,0,5,0,2000,2000,2000,5,F,,,,available,2026-05-30T06:09:37.115Z
lataveon.com,lataveon,first,93823,93823,5,5,0,0,2008,2008,2008,5,M,,,,available,2026-05-30T06:09:37.115Z
latayia.com,latayia,first,93825,93825,5,0,5,0,1997,1997,1997,5,F,,,,available,2026-05-30T06:09:37.115Z
lateaka.com,lateaka,first,93826,93826,5,0,5,0,1991,1991,1991,5,F,,,,available,2026-05-30T06:09:37.115Z
lateashia.com,lateashia,first,93828,93828,5,0,5,0,1976,1976,1976,5,F,,,,available,2026-05-30T06:09:37.115Z
lateika.com,lateika,first,93831,93831,5,0,5,0,1981,1981,1981,5,F,,,,available,2026-05-30T06:09:37.115Z
latenya.com,latenya,first,93834,93834,5,0,5,0,1980,1980,1980,5,F,,,,available,2026-05-30T06:09:37.115Z
laterian.com,laterian,first,93835,93835,5,5,0,0,2001,2001,2001,5,M,,,,available,2026-05-30T06:09:37.115Z
latevia.com,latevia,first,93837,93837,5,0,5,0,1991,1991,1991,5,F,,,,available,2026-05-30T06:09:37.115Z
latiea.com,latiea,first,93840,93840,5,0,5,0,1982,1982,1982,5,F,,,,available,2026-05-30T06:09:37.115Z
latissia.com,latissia,first,93842,93842,5,0,5,0,1979,1979,1979,5,F,,,,available,2026-05-30T06:09:37.115Z
latissue.com,latissue,first,93843,93843,5,0,5,0,1979,1979,1979,5,F,,,,available,2026-05-30T06:09:37.115Z
latodd.com,latodd,first,93844,93844,5,5,0,0,1979,1979,1979,5,M,,,,available,2026-05-30T06:09:37.115Z
latoina.com,latoina,first,93845,93845,5,0,5,0,1972,1972,1972,5,F,,,,available,2026-05-30T06:09:37.115Z
latorrance.com,latorrance,first,93846,93846,5,5,0,0,1977,1977,1977,5,M,,,,available,2026-05-30T06:09:37.115Z
latoyla.com,latoyla,first,93848,93848,5,0,5,0,1977,1977,1977,5,F,,,,available,2026-05-30T06:09:37.115Z
latoyra.com,latoyra,first,93849,93849,5,0,5,0,1978,1978,1978,5,F,,,,available,2026-05-30T06:09:37.115Z
latrasha.com,latrasha,first,93851,93851,5,0,5,0,1976,1976,1976,5,F,,,,available,2026-05-30T06:09:37.115Z
latrayvion.com,latrayvion,first,93852,93852,5,5,0,0,2008,2008,2008,5,M,,,,available,2026-05-30T06:09:37.115Z
latreca.com,latreca,first,93853,93853,5,0,5,0,1976,1976,1976,5,F,,,,available,2026-05-30T06:09:37.115Z
latreena.com,latreena,first,93854,93854,5,0,5,0,1981,1981,1981,5,F,,,,available,2026-05-30T06:09:37.115Z
latreka.com,latreka,first,93855,93855,5,0,5,0,1987,1987,1987,5,F,,,,available,2026-05-30T06:09:37.115Z
latroyia.com,latroyia,first,93857,93857,5,0,5,0,1994,1994,1994,5,F,,,,available,2026-05-30T06:09:37.115Z
lauvenia.com,lauvenia,first,93875,93875,5,0,5,0,1924,1924,1924,5,F,,,,available,2026-05-30T06:09:37.115Z
lavernon.com,lavernon,first,93883,93883,5,5,0,0,1920,1920,1920,5,M,,,,available,2026-05-30T06:09:37.115Z
laveryl.com,laveryl,first,93884,93884,5,0,5,0,1925,1925,1925,5,F,,,,available,2026-05-30T06:09:37.115Z
lavickie.com,lavickie,first,93886,93886,5,0,5,0,1982,1982,1982,5,F,,,,available,2026-05-30T06:09:37.115Z
lavondia.com,lavondia,first,93891,93891,5,0,5,0,1966,1966,1966,5,F,,,,available,2026-05-30T06:09:37.115Z
lawanika.com,lawanika,first,93893,93893,5,0,5,0,1971,1971,1971,5,F,,,,available,2026-05-30T06:09:37.115Z
lawaun.com,lawaun,first,93894,93894,5,5,0,0,1992,1992,1992,5,M,,,,available,2026-05-30T06:09:37.115Z
layahni.com,layahni,first,93901,93901,5,0,5,0,2018,2018,2018,5,F,,,,available,2026-05-30T06:09:37.115Z
layanie.com,layanie,first,93903,93903,5,0,5,0,2012,2012,2012,5,F,,,,available,2026-05-30T06:09:37.115Z
laydell.com,laydell,first,93904,93904,5,5,0,0,1924,1924,1924,5,M,,,,available,2026-05-30T06:09:37.115Z
layeska.com,layeska,first,93905,93905,5,0,5,0,2005,2005,2005,5,F,,,,available,2026-05-30T06:09:37.115Z
laylahni.com,laylahni,first,93906,93906,5,0,5,0,2017,2017,2017,5,F,,,,available,2026-05-30T06:09:37.115Z
layvonne.com,layvonne,first,93910,93910,5,0,5,0,1950,1950,1950,5,F,,,,available,2026-05-30T06:09:37.115Z
lazariyah.com,lazariyah,first,93913,93913,5,0,5,0,2012,2012,2012,5,F,,,,available,2026-05-30T06:09:37.115Z
lazayah.com,lazayah,first,93914,93914,5,0,5,0,2017,2017,2017,5,F,,,,available,2026-05-30T06:09:37.115Z
lazhane.com,lazhane,first,93916,93916,5,0,5,0,1996,1996,1996,5,F,,,,available,2026-05-30T06:09:37.115Z
ldarius.com,ldarius,first,93917,93917,5,5,0,0,1992,1992,1992,5,M,,,,available,2026-05-30T06:09:37.115Z
leallen.com,leallen,first,93921,93921,5,5,0,0,2012,2012,2012,5,M,,,,available,2026-05-30T06:09:37.115Z
balaoing.com,balaoing,last,93921,,,,,,,,,,,93921,195,0.07,available,2026-05-30T06:09:37.115Z
neopaney.com,neopaney,last,93921,,,,,,,,,,,93921,195,0.07,available,2026-05-30T06:09:37.115Z
malakowsky.com,malakowsky,last,93921,,,,,,,,,,,93921,195,0.07,available,2026-05-30T06:09:37.115Z
schneebalg.com,schneebalg,last,93921,,,,,,,,,,,93921,195,0.07,available,2026-05-30T06:09:37.115Z
lliguichuzhca.com,lliguichuzhca,last,93921,,,,,,,,,,,93921,195,0.07,available,2026-05-30T06:09:37.115Z
jimenezgonzale.com,jimenezgonzale,last,93921,,,,,,,,,,,93921,195,0.07,available,2026-05-30T06:09:37.115Z
leandrae.com,leandrae,first,93923,93923,5,5,0,0,1993,1993,1993,5,M,,,,available,2026-05-30T06:09:37.115Z
leanetta.com,leanetta,first,93924,93924,5,0,5,0,1955,1955,1955,5,F,,,,available,2026-05-30T06:09:37.115Z
learlene.com,learlene,first,93926,93926,5,0,5,0,1926,1926,1926,5,F,,,,available,2026-05-30T06:09:37.115Z
leatricia.com,leatricia,first,93929,93929,5,0,5,0,1971,1971,1971,5,F,,,,available,2026-05-30T06:09:37.115Z
leaysia.com,leaysia,first,93932,93932,5,0,5,0,2010,2010,2010,5,F,,,,available,2026-05-30T06:09:37.115Z
ledeja.com,ledeja,first,93939,93939,5,0,5,0,1998,1998,1998,5,F,,,,available,2026-05-30T06:09:37.115Z
leeanah.com,leeanah,first,93942,93942,5,0,5,0,2012,2012,2012,5,F,,,,available,2026-05-30T06:09:37.115Z
leeannah.com,leeannah,first,93944,93944,5,0,5,0,2004,2004,2004,5,F,,,,available,2026-05-30T06:09:37.115Z
leedward.com,leedward,first,93948,93948,5,5,0,0,1974,1974,1974,5,M,,,,available,2026-05-30T06:09:37.115Z
leeoma.com,leeoma,first,93952,93952,5,0,5,0,1922,1922,1922,5,F,,,,available,2026-05-30T06:09:37.115Z
leeshaun.com,leeshaun,first,93955,93955,5,5,0,0,2007,2007,2007,5,M,,,,available,2026-05-30T06:09:37.115Z
legaciee.com,legaciee,first,93959,93959,5,0,5,5,2020,2020,2020,5,F,,,,available,2026-05-30T06:09:37.115Z
leighia.com,leighia,first,93966,93966,5,0,5,0,1991,1991,1991,5,F,,,,available,2026-05-30T06:09:37.115Z
leighlan.com,leighlan,first,93967,93967,5,5,0,0,2009,2009,2009,5,M,,,,available,2026-05-30T06:09:37.115Z
leighlyn.com,leighlyn,first,93968,93968,5,0,5,0,2018,2018,2018,5,F,,,,available,2026-05-30T06:09:37.115Z
leighonna.com,leighonna,first,93969,93969,5,0,5,0,2018,2018,2018,5,F,,,,available,2026-05-30T06:09:37.115Z
leightan.com,leightan,first,93970,93970,5,0,5,0,2009,2009,2009,5,F,,,,available,2026-05-30T06:09:37.115Z
leilaann.com,leilaann,first,93972,93972,5,0,5,0,2012,2012,2012,5,F,,,,available,2026-05-30T06:09:37.115Z
leilauni.com,leilauni,first,93975,93975,5,0,5,0,2005,2005,2005,5,F,,,,available,2026-05-30T06:09:37.115Z
leilend.com,leilend,first,93977,93977,5,5,0,0,2007,2007,2007,5,M,,,,available,2026-05-30T06:09:37.115Z
leilonie.com,leilonie,first,93978,93978,5,0,5,0,2008,2008,2008,5,F,,,,available,2026-05-30T06:09:37.115Z
leilonnie.com,leilonnie,first,93979,93979,5,0,5,0,2004,2004,2004,5,F,,,,available,2026-05-30T06:09:37.115Z
leilynd.com,leilynd,first,93980,93980,5,5,0,0,2011,2011,2011,5,M,,,,available,2026-05-30T06:09:37.115Z
leishla.com,leishla,first,93982,93982,5,0,5,0,1993,1993,1993,5,F,,,,available,2026-05-30T06:09:37.115Z
lejoyce.com,lejoyce,first,93988,93988,5,0,5,0,1952,1952,1952,5,F,,,,available,2026-05-30T06:09:37.115Z
lekedia.com,lekedia,first,93990,93990,5,0,5,0,1977,1977,1977,5,F,,,,available,2026-05-30T06:09:37.115Z
lekendric.com,lekendric,first,93991,93991,5,5,0,0,1991,1991,1991,5,M,,,,available,2026-05-30T06:09:37.115Z
lelanya.com,lelanya,first,93993,93993,5,0,5,0,1969,1969,1969,5,F,,,,available,2026-05-30T06:09:37.115Z
lelind.com,lelind,first,93996,93996,5,5,0,0,2007,2007,2007,5,M,,,,available,2026-05-30T06:09:37.115Z
lenecia.com,lenecia,first,94011,94011,5,0,5,0,1995,1995,1995,5,F,,,,available,2026-05-30T06:09:37.115Z
leokadja.com,leokadja,first,94025,94025,5,0,5,0,1914,1914,1914,5,F,,,,available,2026-05-30T06:09:37.115Z
leondrus.com,leondrus,first,94028,94028,5,5,0,0,1967,1967,1967,5,M,,,,available,2026-05-30T06:09:37.115Z
leonisha.com,leonisha,first,94032,94032,5,0,5,0,1993,1993,1993,5,F,,,,available,2026-05-30T06:09:37.115Z
leonydus.com,leonydus,first,94035,94035,5,5,0,0,2010,2010,2010,5,M,,,,available,2026-05-30T06:09:37.115Z
leovigildo.com,leovigildo,first,94038,94038,5,5,0,0,1992,1992,1992,5,M,,,,available,2026-05-30T06:09:37.115Z
lequinton.com,lequinton,first,94039,94039,5,5,0,0,1987,1987,1987,5,M,,,,available,2026-05-30T06:09:37.115Z
lequitta.com,lequitta,first,94040,94040,5,0,5,0,1990,1990,1990,5,F,,,,available,2026-05-30T06:09:37.115Z
lequon.com,lequon,first,94041,94041,5,5,0,0,1993,1993,1993,5,M,,,,available,2026-05-30T06:09:37.115Z
lerald.com,lerald,first,94042,94042,5,5,0,0,1928,1928,1928,5,M,,,,available,2026-05-30T06:09:37.115Z
leshauna.com,leshauna,first,94049,94049,5,0,5,0,1979,1979,1979,5,F,,,,available,2026-05-30T06:09:37.115Z
leshaundra.com,leshaundra,first,94050,94050,5,0,5,0,1979,1979,1979,5,F,,,,available,2026-05-30T06:09:37.115Z
leshawnda.com,leshawnda,first,94051,94051,5,0,5,0,1980,1980,1980,5,F,,,,available,2026-05-30T06:09:37.115Z
lesheena.com,lesheena,first,94052,94052,5,0,5,0,1986,1986,1986,5,F,,,,available,2026-05-30T06:09:37.115Z
lesheka.com,lesheka,first,94053,94053,5,0,5,0,1980,1980,1980,5,F,,,,available,2026-05-30T06:09:37.115Z
letrecia.com,letrecia,first,94058,94058,5,0,5,0,1989,1989,1989,5,F,,,,available,2026-05-30T06:09:37.115Z
letrese.com,letrese,first,94059,94059,5,0,5,0,1987,1987,1987,5,F,,,,available,2026-05-30T06:09:37.115Z
letriana.com,letriana,first,94060,94060,5,0,5,0,1967,1967,1967,5,F,,,,available,2026-05-30T06:09:37.115Z
levearn.com,levearn,first,94073,94073,5,0,5,0,1951,1951,1951,5,F,,,,available,2026-05-30T06:09:37.115Z
lianabel.com,lianabel,first,94106,94106,5,0,5,0,1991,1991,1991,5,F,,,,available,2026-05-30T06:09:37.115Z
lianeth.com,lianeth,first,94108,94108,5,0,5,0,2019,2019,2019,5,F,,,,available,2026-05-30T06:09:37.115Z
lileeann.com,lileeann,first,94124,94124,5,0,5,0,2015,2015,2015,5,F,,,,available,2026-05-30T06:09:37.115Z
liliyanna.com,liliyanna,first,94130,94130,5,0,5,0,2010,2010,2010,5,F,,,,available,2026-05-30T06:09:37.115Z
lilleeana.com,lilleeana,first,94131,94131,5,0,5,0,2011,2011,2011,5,F,,,,available,2026-05-30T06:09:37.115Z
lilliyn.com,lilliyn,first,94133,94133,5,0,5,0,2014,2014,2014,5,F,,,,available,2026-05-30T06:09:37.115Z
lillyah.com,lillyah,first,94134,94134,5,0,5,0,2013,2013,2013,5,F,,,,available,2026-05-30T06:09:37.115Z
lilyaunna.com,lilyaunna,first,94139,94139,5,0,5,0,2014,2014,2014,5,F,,,,available,2026-05-30T06:09:37.115Z
liniyah.com,liniyah,first,94151,94151,5,0,5,0,2009,2009,2009,5,F,,,,available,2026-05-30T06:09:37.115Z
linkynn.com,linkynn,first,94152,94152,5,0,5,0,2017,2017,2017,5,F,,,,available,2026-05-30T06:09:37.115Z
lisiate.com,lisiate,first,94167,94167,5,5,0,0,1987,1987,1987,5,M,,,,available,2026-05-30T06:09:37.115Z
lissbet.com,lissbet,first,94168,94168,5,0,5,0,2002,2002,2002,5,F,,,,available,2026-05-30T06:09:37.115Z
lissianna.com,lissianna,first,94169,94169,5,0,5,0,2010,2010,2010,5,F,,,,available,2026-05-30T06:09:37.115Z
liviann.com,liviann,first,94176,94176,5,0,5,0,2019,2019,2019,5,F,,,,available,2026-05-30T06:09:37.115Z
lizeht.com,lizeht,first,94179,94179,5,0,5,0,1999,1999,1999,5,F,,,,available,2026-05-30T06:09:37.115Z
lizethe.com,lizethe,first,94180,94180,5,0,5,0,1999,1999,1999,5,F,,,,available,2026-05-30T06:09:37.115Z
lizhet.com,lizhet,first,94181,94181,5,0,5,0,1999,1999,1999,5,F,,,,available,2026-05-30T06:09:37.115Z
lizneidy.com,lizneidy,first,94182,94182,5,0,5,0,2006,2006,2006,5,F,,,,available,2026-05-30T06:09:37.115Z
llarely.com,llarely,first,94184,94184,5,0,5,0,2001,2001,2001,5,F,,,,available,2026-05-30T06:09:37.115Z
llecenia.com,llecenia,first,94186,94186,5,0,5,0,2000,2000,2000,5,F,,,,available,2026-05-30T06:09:37.115Z
lloana.com,lloana,first,94187,94187,5,0,5,0,1980,1980,1980,5,F,,,,available,2026-05-30T06:09:37.115Z
llovani.com,llovani,first,94188,94188,5,5,0,0,1993,1993,1993,5,M,,,,available,2026-05-30T06:09:37.115Z
lloydine.com,lloydine,first,94189,94189,5,0,5,0,1947,1947,1947,5,F,,,,available,2026-05-30T06:09:37.115Z
lluvy.com,lluvy,first,94191,94191,5,0,5,0,2005,2005,2005,5,F,,,,available,2026-05-30T06:09:37.115Z
loagen.com,loagen,first,94192,94192,5,5,0,0,2007,2007,2007,5,M,,,,available,2026-05-30T06:09:37.115Z
loarine.com,loarine,first,94194,94194,5,0,5,0,1923,1923,1923,5,F,,,,available,2026-05-30T06:09:37.115Z
logunn.com,logunn,first,94199,94199,5,5,0,0,2009,2009,2009,5,M,,,,available,2026-05-30T06:09:37.115Z
loleatta.com,loleatta,first,94206,94206,5,0,5,0,1977,1977,1977,5,F,,,,available,2026-05-30T06:09:37.115Z
lolethia.com,lolethia,first,94207,94207,5,0,5,0,1963,1963,1963,5,F,,,,available,2026-05-30T06:09:37.115Z
lonnesha.com,lonnesha,first,94216,94216,5,0,5,0,1990,1990,1990,5,F,,,,available,2026-05-30T06:09:37.115Z
lonniesha.com,lonniesha,first,94218,94218,5,0,5,0,1988,1988,1988,5,F,,,,available,2026-05-30T06:09:37.115Z
lonnita.com,lonnita,first,94219,94219,5,0,5,0,1972,1972,1972,5,F,,,,available,2026-05-30T06:09:37.115Z
loreeta.com,loreeta,first,94224,94224,5,0,5,0,1946,1946,1946,5,F,,,,available,2026-05-30T06:09:37.115Z
lorrenda.com,lorrenda,first,94233,94233,5,0,5,0,1980,1980,1980,5,F,,,,available,2026-05-30T06:09:37.115Z
loryssa.com,loryssa,first,94239,94239,5,0,5,0,1968,1968,1968,5,F,,,,available,2026-05-30T06:09:37.115Z
loudella.com,loudella,first,94249,94249,5,0,5,0,1915,1915,1915,5,F,,,,available,2026-05-30T06:09:37.115Z
lourdine.com,lourdine,first,94255,94255,5,0,5,0,1930,1930,1930,5,F,,,,available,2026-05-30T06:09:37.115Z
lourinda.com,lourinda,first,94257,94257,5,0,5,0,1956,1956,1956,5,F,,,,available,2026-05-30T06:09:37.115Z
louvada.com,louvada,first,94260,94260,5,0,5,0,1923,1923,1923,5,F,,,,available,2026-05-30T06:09:37.115Z
lowrine.com,lowrine,first,94273,94273,5,0,5,0,1928,1928,1928,5,F,,,,available,2026-05-30T06:09:37.115Z
loycie.com,loycie,first,94279,94279,5,0,5,0,1921,1921,1921,5,F,,,,available,2026-05-30T06:09:37.115Z
luberdie.com,luberdie,first,94284,94284,5,0,5,0,1925,1925,1925,5,F,,,,available,2026-05-30T06:09:37.115Z
luceile.com,luceile,first,94288,94288,5,0,5,0,1927,1927,1927,5,F,,,,available,2026-05-30T06:09:37.115Z
lucertia.com,lucertia,first,94291,94291,5,0,5,0,1964,1964,1964,5,F,,,,available,2026-05-30T06:09:37.115Z
luchanna.com,luchanna,first,94292,94292,5,0,5,0,1976,1976,1976,5,F,,,,available,2026-05-30T06:09:37.115Z
luchious.com,luchious,first,94295,94295,5,5,0,0,1933,1933,1933,5,M,,,,available,2026-05-30T06:09:37.115Z
ludvina.com,ludvina,first,94306,94306,5,0,5,0,1925,1925,1925,5,F,,,,available,2026-05-30T06:09:37.115Z
luease.com,luease,first,94308,94308,5,0,5,0,1917,1917,1917,5,F,,,,available,2026-05-30T06:09:37.115Z
lueberta.com,lueberta,first,94309,94309,5,0,5,0,1920,1920,1920,5,F,,,,available,2026-05-30T06:09:37.115Z
luedella.com,luedella,first,94310,94310,5,0,5,0,1927,1927,1927,5,F,,,,available,2026-05-30T06:09:37.115Z
cassick.com,cassick,last,94311,,,,,,,,,,,94311,194,0.07,available,2026-05-30T06:09:37.115Z
haschak.com,haschak,last,94311,,,,,,,,,,,94311,194,0.07,available,2026-05-30T06:09:37.115Z
luedora.com,luedora,first,94311,94311,5,0,5,0,1921,1921,1921,5,F,,,,available,2026-05-30T06:09:37.115Z
milsaps.com,milsaps,last,94311,,,,,,,,,,,94311,194,0.07,available,2026-05-30T06:09:37.115Z
detillier.com,detillier,last,94311,,,,,,,,,,,94311,194,0.07,available,2026-05-30T06:09:37.115Z
inthisane.com,inthisane,last,94311,,,,,,,,,,,94311,194,0.07,available,2026-05-30T06:09:37.115Z
florescruz.com,florescruz,last,94311,,,,,,,,,,,94311,194,0.07,available,2026-05-30T06:09:37.115Z
mendozagonzale.com,mendozagonzale,last,94311,,,,,,,,,,,94311,194,0.07,available,2026-05-30T06:09:37.115Z
luereatha.com,luereatha,first,94313,94313,5,0,5,0,1953,1953,1953,5,F,,,,available,2026-05-30T06:09:37.115Z
lueretha.com,lueretha,first,94314,94314,5,0,5,0,1942,1942,1942,5,F,,,,available,2026-05-30T06:09:37.115Z
lueseal.com,lueseal,first,94315,94315,5,0,5,0,1918,1918,1918,5,F,,,,available,2026-05-30T06:09:37.115Z
luetricia.com,luetricia,first,94316,94316,5,0,5,0,1947,1947,1947,5,F,,,,available,2026-05-30T06:09:37.115Z
luevertha.com,luevertha,first,94318,94318,5,0,5,0,1923,1923,1923,5,F,,,,available,2026-05-30T06:09:37.115Z
lugardita.com,lugardita,first,94319,94319,5,0,5,0,1920,1920,1920,5,F,,,,available,2026-05-30T06:09:37.115Z
luisanny.com,luisanny,first,94324,94324,5,0,5,0,2018,2018,2018,5,F,,,,available,2026-05-30T06:09:37.115Z
luraine.com,luraine,first,94346,94346,5,0,5,0,1927,1927,1927,5,F,,,,available,2026-05-30T06:09:37.115Z
lurlee.com,lurlee,first,94349,94349,5,0,5,0,1925,1925,1925,5,F,,,,available,2026-05-30T06:09:37.115Z
lurlyne.com,lurlyne,first,94350,94350,5,0,5,0,1923,1923,1923,5,F,,,,available,2026-05-30T06:09:37.115Z
luserito.com,luserito,first,94353,94353,5,0,5,0,1990,1990,1990,5,F,,,,available,2026-05-30T06:09:37.115Z
lushonda.com,lushonda,first,94357,94357,5,0,5,0,1975,1975,1975,5,F,,,,available,2026-05-30T06:09:37.115Z
lutishia.com,lutishia,first,94364,94364,5,0,5,0,1918,1918,1918,5,F,,,,available,2026-05-30T06:09:37.115Z
lutrecia.com,lutrecia,first,94365,94365,5,0,5,0,1941,1941,1941,5,F,,,,available,2026-05-30T06:09:37.115Z
luzdari.com,luzdari,first,94375,94375,5,0,5,0,2010,2010,2010,5,F,,,,available,2026-05-30T06:09:37.115Z
lyanie.com,lyanie,first,94382,94382,5,0,5,0,2012,2012,2012,5,F,,,,available,2026-05-30T06:09:37.115Z
lybertie.com,lybertie,first,94384,94384,5,0,5,0,2015,2015,2015,5,F,,,,available,2026-05-30T06:09:37.115Z
lycrecia.com,lycrecia,first,94386,94386,5,0,5,0,1965,1965,1965,5,F,,,,available,2026-05-30T06:09:37.115Z
lyelah.com,lyelah,first,94391,94391,5,0,5,0,2012,2012,2012,5,F,,,,available,2026-05-30T06:09:37.115Z
lyliann.com,lyliann,first,94393,94393,5,0,5,0,2010,2010,2010,5,F,,,,available,2026-05-30T06:09:37.115Z
lyllianna.com,lyllianna,first,94394,94394,5,0,5,0,2015,2015,2015,5,F,,,,available,2026-05-30T06:09:37.115Z
lynissa.com,lynissa,first,94399,94399,5,0,5,0,1978,1978,1978,5,F,,,,available,2026-05-30T06:09:37.115Z
lynndsey.com,lynndsey,first,94402,94402,5,0,5,0,1988,1988,1988,5,F,,,,available,2026-05-30T06:09:37.115Z
lynnete.com,lynnete,first,94405,94405,5,0,5,0,1971,1971,1971,5,F,,,,available,2026-05-30T06:09:37.115Z
lyricah.com,lyricah,first,94407,94407,5,0,5,0,2017,2017,2017,5,F,,,,available,2026-05-30T06:09:37.115Z
lyshon.com,lyshon,first,94410,94410,5,0,5,0,1968,1968,1968,5,F,,,,available,2026-05-30T06:09:37.115Z
lytina.com,lytina,first,94412,94412,5,0,5,0,1990,1990,1990,5,F,,,,available,2026-05-30T06:09:37.115Z
macailah.com,macailah,first,94422,94422,5,0,5,0,1999,1999,1999,5,F,,,,available,2026-05-30T06:09:37.115Z
macauly.com,macauly,first,94424,94424,5,5,0,0,1992,1992,1992,5,M,,,,available,2026-05-30T06:09:37.115Z
mackaylah.com,mackaylah,first,94429,94429,5,0,5,0,2005,2005,2005,5,F,,,,available,2026-05-30T06:09:37.115Z
mackenley.com,mackenley,first,94430,94430,5,0,5,0,2000,2000,2000,5,F,,,,available,2026-05-30T06:09:37.115Z
mackeyla.com,mackeyla,first,94433,94433,5,0,5,0,2014,2014,2014,5,F,,,,available,2026-05-30T06:09:37.115Z
maddielyn.com,maddielyn,first,94436,94436,5,0,5,0,2014,2014,2014,5,F,,,,available,2026-05-30T06:09:37.115Z
madellyne.com,madellyne,first,94440,94440,5,0,5,0,1996,1996,1996,5,F,,,,available,2026-05-30T06:09:37.115Z
madgel.com,madgel,first,94442,94442,5,0,5,0,1921,1921,1921,5,F,,,,available,2026-05-30T06:09:37.115Z
madicella.com,madicella,first,94444,94444,5,0,5,0,2005,2005,2005,5,F,,,,available,2026-05-30T06:09:37.115Z
madiyson.com,madiyson,first,94446,94446,5,0,5,0,2013,2013,2013,5,F,,,,available,2026-05-30T06:09:37.115Z
madlynne.com,madlynne,first,94448,94448,5,0,5,0,1922,1922,1922,5,F,,,,available,2026-05-30T06:09:37.115Z
madrene.com,madrene,first,94449,94449,5,0,5,0,1934,1934,1934,5,F,,,,available,2026-05-30T06:09:37.115Z
maelahni.com,maelahni,first,94451,94451,5,0,5,0,2019,2019,2019,5,F,,,,available,2026-05-30T06:09:37.115Z
maelana.com,maelana,first,94452,94452,5,0,5,0,2008,2008,2008,5,F,,,,available,2026-05-30T06:09:37.115Z
maeliyah.com,maeliyah,first,94453,94453,5,0,5,0,2013,2013,2013,5,F,,,,available,2026-05-30T06:09:37.115Z
maesynn.com,maesynn,first,94458,94458,5,0,5,0,2015,2015,2015,5,F,,,,available,2026-05-30T06:09:37.115Z
magdaly.com,magdaly,first,94464,94464,5,0,5,0,2009,2009,2009,5,F,,,,available,2026-05-30T06:09:37.115Z
maguerite.com,maguerite,first,94468,94468,5,0,5,0,1920,1920,1920,5,F,,,,available,2026-05-30T06:09:37.115Z
mahaylee.com,mahaylee,first,94475,94475,5,0,5,0,2011,2011,2011,5,F,,,,available,2026-05-30T06:09:37.115Z
mahaylia.com,mahaylia,first,94476,94476,5,0,5,0,2002,2002,2002,5,F,,,,available,2026-05-30T06:09:37.115Z
mahibah.com,mahibah,first,94480,94480,5,0,5,0,2015,2015,2015,5,F,,,,available,2026-05-30T06:09:37.115Z
mahkhi.com,mahkhi,first,94483,94483,5,5,0,0,2012,2012,2012,5,M,,,,available,2026-05-30T06:09:37.115Z
mahkiya.com,mahkiya,first,94484,94484,5,0,5,0,2004,2004,2004,5,F,,,,available,2026-05-30T06:09:37.115Z
mahkyla.com,mahkyla,first,94485,94485,5,0,5,0,2007,2007,2007,5,F,,,,available,2026-05-30T06:09:37.115Z
mahlena.com,mahlena,first,94487,94487,5,0,5,0,2011,2011,2011,5,F,,,,available,2026-05-30T06:09:37.115Z
maichail.com,maichail,first,94494,94494,5,5,0,0,2017,2017,2017,5,M,,,,available,2026-05-30T06:09:37.115Z
